wmo_id;name;lat;lon;alt;country_alpha2;name_rus;name_eng;additional_name
23813;Усть-Унья;61.8;57.91;174;RU;Усть-Унья;Ust-Unja;Усть-Унья
23829;Атымья;61.03;62.21;111;RU;Атымья;Atymya;Советский
23830;Сеуль;62.3;67.3;50;RU;Сеуль;;Сеуль
23841;Горшково;61.7;70.7;46;RU;Горшково;;Горшково
23843;Ермаково;61.8;74;49;RU;Ермаково;;Ермаково
23844;Тайбины;61.7;72.1;50;RU;Тайбины;;Тайбины
23847;Сытомино;61.3;71.3;31;RU;Сытомино;Sytomino;Сытомино
23848;Нефтеюганск;61.06;72.61;36;RU;Нефтеюганск;Neftejugansk;Нефтеюганск
23849;Сургут;61.25;73.5;56;RU;Сургут;Surgut;Сургут
23859;Лобчинские;61;78.6;49;RU;Лобчинские;;Лобчинские
23862;Корлики;61.53;82.42;69;RU;Корлики;Korliki;Корлики
23867;Ларьяк;61.1;80.25;55;RU;Ларьяк;Laryak;Ларьяк
23884;Бор;61.58;90.03;62;RU;Бор;Bor;Бор
23891;Байкит;61.66;96.36;262;RU;Байкит;Baykit;Байкит
23904;Койгородок;60.45;50.96;125;RU;Койгородок;Koygorodok;Кажым
23905;Усть-Черная;60.46;52.63;183;RU;Усть-Черная;Ust-Chernaya;Усть-Чёрная
23909;Гайны;60.28;54.35;196;RU;Гайны;Gajny;Гайны
23914;Чердынь;60.4;56.51;208;RU;Чердынь;Cherdyn;Чердынь
23919;Североуральск;60.26;60.16;194;RU;Североуральск;Severouralsk;Покровск- Уральский
23921;Ивдель;60.68;60.45;93;RU;Ивдель;Ivdel;Ивдель
23923;Супра;60.86;64.88;68;RU;Супра;Supra;Супра
23925;Шанталь;60.15;62.8;64;RU;Шанталь;Shantal;Шанталь
23927;Понил;60.2;61.28;82;RU;Понил;Ponil;Североуральск
23928;Урай;60.15;64.81;45;RU;Урай;Uray;Урай
23929;Шаим;60.31;64.21;51;RU;Шаим;Shaim;Шаим
23933;Ханты-Мансийск;61.02;69.11;44;RU;Ханты-Мансийск;Hanty-Mansijsk;Ханты-Мансийск
23934;Левдым;60.5;66.1;50;RU;Левдым;;Левдым
23939;Алтай;60.33;68.96;30;RU;Алтай;Altay;Алтай
23946;Угут;60.5;74.01;47;RU;Угут;Ugut;Угут
23953;Ваховск;60.95;78.76;55;RU;Ваховск;Vakhovsk;Лобчинское
23955;Александровское;60.43;77.86;47;RU;Александровское;Aleksandrovskoe;Александровское
23966;Ванжиль-Кынак;60.35;84.08;99;RU;Ванжиль-Кынак;Vanzil-Kynak;В анжиль-Кынак
23973;Ворогово;61.03;89.61;45;RU;Ворогово;Vorogovo;Ворогово
23975;Сым;60.34;88.36;84;RU;Сым;Sym;Сым
23982;Вельмо;61.01;93.43;120;RU;Вельмо;Velmo;Вельмо
23986;Северо-Енисейск;60.37;93.04;513;RU;Северо-Енисейск;Severo-Eniseysky;Северо-Енисейск
23987;Ярцево;60.24;90.23;56;RU;Ярцево;Jarcevo;Ярцево
23992;Усть-Камо;60.72;97.51;178;RU;Усть-Камо;Ust-Kamo;Усть-Камо
24052;Саханджа;69.8;128.2;323;RU;Саханджа;Sakhandzha;Саханя
24076;Депутатский;69.33;139.66;284;RU;Депутатский;Deputatsky;Депутатский
24105;Ессей;68.46;102.36;271;RU;Ессей;Essey;Ессей
24125;Оленек;68.5;112.43;216;RU;Оленек;Olenek;Оленек
24136;Сухана;68.61;118.33;78;RU;Сухана;Sukhana;Сухана
24143;Джарджан;68.73;124;37;RU;Джарджан;Dzardzan;Дзарджан
24166;Янск;68.4;134.8;103;RU;Янск;;Янск
24266;Верхоянск;67.56;133.4;135;RU;Верхоянск;Verhojansk;Верхоянск
24322;Полярный;66.73;112.43;501;RU;Полярный;Polyarny;Полярный
24329;Шелагонцы;66.25;114.28;233;RU;Шелагонцы;Shelagoncy;Шелагонцы
24343;Жиганск;66.76;123.4;87;RU;Жиганск;Zhigansk;Жиганск
24371;Усть-Чаркы;66.8;136.68;274;RU;Усть-Чаркы;Ust-Charky;Усть-Чаркы
24382;Усть-Мома;66.45;143.23;195;RU;Усть-Мома;Ust-Moma;Усть-Мома
24477;Иэма;65.3;135.8;675;RU;Иэма;Iema;Иэма
24496;Лаврентия Залив;65.6;-171;8;RU;Лаврентия Залив;;Лаврентия Залив
24507;Тура;64.26;100.21;188;RU;Тура;Tura;Тура
24538;Чумпурук;64.23;116.91;139;RU;Чумпурук;Chumpuruk;Чумпурук
24557;Сого-Хая;64.28;126.45;85;RU;Сого-Хая;Sogo-Haya;Тас-Тумус
24585;Нера;64.55;144.39;512;RU;Нера;Nera;Усть-Нера
24598;Дарпир;64.08;148.03;839;RU;Дарпир;Darpir;Дарпир
24606;Кислокан;63.59;103.95;208;RU;Кислокан;Kislokan;Кислокан
24639;Нюрба;63.28;118.33;117;RU;Нюрба;Njurba;Нюрба
24641;Вилюйск;63.78;121.61;110;RU;Вилюйск;Viljujsk;Вилюйск
24643;Хатырык-Хомо;63.95;124.83;77;RU;Хатырык-Хомо;Khatyryk-Khomo;Хатырык-Хомо
24652;Сангары;63.96;127.46;92;RU;Сангары;Sangary;Сангары
24656;Батамай;63.51;129.48;79;RU;Батамай;Batamay;Батамай
24661;Сеген-Кюель;64;130.3;207;RU;Сеген-Кюель;Segen-Kyuel;Сегян-Кюель
24671;Томпо;63.95;135.86;399;RU;Томпо;Tompo;Томпо
24679;Восточная;63.21;139.6;1288;RU;Восточная;Vostochnaya;Восточная
24688;Оймякон;63.25;143.15;740;RU;Оймякон;Ojmjakon;Оймякон
24713;Наканно;62.88;108.43;246;RU;Наканно;Nakanno;Наканно
24718;Хамакар;62.16;108.21;272;RU;Хамакар;Khamakar;Хамакар
24724;Чернышевский;63.03;112.48;418;RU;Чернышевский;Chernishevsky;Чернышевский
24726;Мирный;62.53;113.86;351;RU;Мирный;Mirny;Мирный
24738;Сунтар;62.15;117.65;130;RU;Сунтар;Suntar;Сунтар
24763;Крест-Хальджай;62.81;134.43;115;RU;Крест-Хальджай;Krest-Haldzhay;Крест-Хальджай
24768;Чурапча;62.03;132.6;181;RU;Чурапча;Churapcha;Чурапча
24771;Теплый Ключ;62.78;136.85;289;RU;Теплый Ключ;Teply Klyuch;Теплый Ключ
24790;Сусуман;62.78;148.16;645;RU;Сусуман;Susuman;Сусуман
24802;Стрелка Чуня;61.74;102.8;357;RU;Стрелка Чуня;Strelka Chunya;Стрелка Чуня
24817;Ербогачен;61.26;108.01;283;RU;Ербогачен;Erbogacen;Ербогачен
24843;Тонгулах;61.91;124.55;199;RU;Тонгулах;Tongulakh;Тонгулах
24856;Покровск;61.48;129.15;114;RU;Покровск;Pokrovsk;Покровская
24871;Охотский Перевоз;61.86;135.5;141;RU;Охотский Перевоз;Okhotsky Perevoz;Охотский Перевоз
24891;Колымская;61.88;147.43;637;RU;Колымская;Kolymskaya;Кулу
24908;Ванавара;60.33;102.29;258;RU;Ванавара;Vanavara;Ванавара
24918;Преображенка;60.05;108.08;293;RU;Преображенка;Preobrazhenka;Преображенка
24923;Ленск;60.71;114.88;240;RU;Ленск;Lensk;Ленск
24933;Килеер;60.95;119.3;249;RU;Килеер;Kileyer;Килеер
24944;Олекминск;60.4;120.41;225;RU;Олекминск;Olekminsk;Олекминск
24951;Исить;60.81;125.31;123;RU;Исить;Isit;Исить
24959;Якутск;62.01;129.71;98;RU;Якутск;Jakutsk;Якутск
24962;Амга;60.9;131.98;144;RU;Амга;Amga;Амга
24966;Усть-Мая;60.38;134.45;168;RU;Усть-Мая;Ust-Maja;Усть-Мая
24967;Тегюльтя;60.46;130;173;RU;Тегюльтя;Tegyultya;Тегюльтя-Терде
24982;Уега;60.71;142.78;396;RU;Уега;Uega;Уега
24988;Арка;60.08;142.33;198;RU;Арка;Arka;Арка
25017;Андрюшкино;69.16;154.5;16;RU;Андрюшкино;Andrjushkino;Андрюшкино
25034;Бухта Амбарчик;69.61;162.3;24;RU;Бухта Амбарчик;Buhta Ambarcik;Бухта Амбарчик
25042;О.Айон;69.91;167.96;13;RU;О.Айон;O. Ayon;Айон Остров
25051;Певек;69.7;170.25;3;RU;Певек;Pevek;Певек
25052;Певек;69.78;170.6;4;RU;Певек;Pevek;Певек
25062;Мыс Биллингса;69.88;175.76;2;RU;Мыс Биллингса;Mys Billingsa;Мыс Биллингс
25077;Мыс Кянгтокянманк;69.2;179.4;7;RU;Мыс Кянгтокянманк;;Мыс Кянгтокянманк
25121;Колымская;68.73;158.71;12;RU;Колымская;Kolymskaya;Колымская
25123;Черский;68.75;161.28;32;RU;Черский;Chersky;Черский
25138;Островное;68.11;164.16;97;RU;Островное;Ostrovnoe;Островное
25150;Майская АМС;68.95;173.8;350;RU;Майская АМС;Mayskaya AMS;Чаунская Бухта
25151;Чаун;68.88;170.78;2;RU;Чаун;Chaun;Чаун
25173;Мыс Шмидта;68.9;180.36;2;RU;Мыс Шмидта;Mys Shmidta;Мыс Шмидта
25206;Среднеколымск;67.45;153.71;20;RU;Среднеколымск;Srednekolymsk;Среднеколымск
25248;Илирней;67.25;167.96;352;RU;Илирней;Ilirney;Илирней
25282;Мыс Ванкарем;67.83;184.16;3;RU;Мыс Ванкарем;Mys Vankarem;Мыс Ванкерем
25325;Усть-Олой;66.55;159.41;126;RU;Усть-Олой;Ust-Oloy;Усть-Олой
25356;Эньмувеем;66.38;173.33;77;RU;Эньмувеем;Enmuveyem;Мухоморное
25372;Амгуэма;67.01;181.06;140;RU;Амгуэма;Amguema;Амгуэма
25378;Эгвекинот;66.35;180.88;21;RU;Эгвекинот;Egvekinot;Егвекинот
25399;Уэлен;66.16;190.16;5;RU;Уэлен;Mys Uelen;Мыс Уелен
25400;Зырянка;65.73;150.9;40;RU;Зырянка;Zyrjanka;Зырянка
25428;Омолон;65.23;160.53;260;RU;Омолон;Omolon;Омолон
25503;Коркодон;64.75;153.96;97;RU;Коркодон;Korkodon;Коркодон
25526;Кегали;64.25;161.06;374;RU;Кегали;Kegali;Кегали
25538;Верхне-Пенжино;64.21;164.23;324;RU;Верхне-Пенжино;Verhnee Penzino;Верхнее Пензино
25551;Марково;64.68;170.41;25;RU;Марково;Markovo;Марково
25563;Анадырь;64.78;177.56;63;RU;Анадырь;Anadyr;Анадырь город
25564;Анадырь Угольный;64.7;177.7;60;RU;Анадырь Угольный;;Анадырь Угольный
25594;Бухта Провидения;64.38;186.76;25;RU;Бухта Провидения;Buhta Providenia;Провидения Бухта
25621;Кедон;64;158.91;683;RU;Кедон;Kedon;Кедон
25656;Березово;63.45;172.7;199;RU;Березово;Berezovo;Березово
25677;Бухта Беринговская;63.01;179.28;3;RU;Бухта Беринговская;Bukhta Beringovskaya;Беринговская
25703;Сеймчан;62.91;152.41;206;RU;Сеймчан;Sejmchan;Сеймчан
25705;Средникан;62.45;152.31;260;RU;Средникан;Srednikan;Среднекан
25715;Омсукчан;62.51;155.8;498;RU;Омсукчан;Omsukchan;Омсукчан
25744;Каменское.;62.43;166.08;10;RU;Каменское.;Kamenskoe.;Каменское
25745;Каменское;62.46;166.21;35;RU;Каменское;Kamenskoe;Каменское
25767;Хатырка;62.05;175.28;10;RU;Хатырка;Khatyrka;Хатырка
25777;Бухта Гавриила;62.41;179.13;7;RU;Бухта Гавриила;Buhta Gavriila;Бухта Гавриила
25821;Наяхан;61.91;158.98;28;RU;Наяхан;Nayakhan;Наяхан
25902;Атка;60.85;151.76;901;RU;Атка;Atka;Атка
25912;Ола;59.56;151.28;5;RU;Ола;Ola;Ола
25913;Магадан;59.55;150.78;115;RU;Магадан;Magadan;Магадан город
25914;Армань;59.66;150.13;6;RU;Армань;Arman;Нагайева Бухта
25915;Магадан Сокол;59.9;150.7;175;RU;Магадан Сокол;;Магадан Сокол
25916;Мыс Алевина;58.83;151.35;63;RU;Мыс Алевина;Mys Alevina;Мыс Алевина
25922;Шелехова;60.71;155.88;34;RU;Шелехова;Shelekhova;Шелихово
25927;Брохово;59.65;154.26;5;RU;Брохово;Brokhovo;Брохово
25932;Тайгонос;60.68;160.4;30;RU;Тайгонос;Taygonos;Мыс Тайгонос
25941;Чемурнаут;60.73;163.01;14;RU;Чемурнаут;Chemurnaut;Чемурнаут
25954;Корф;61.34;166;2;RU;Корф;Korf;Корф
25956;Апука;60.43;169.66;3;RU;Апука;Apuka;Апука
26029;Пакри;59.38;244;22;RU;Пакри;Pakri;Пакри
26038;Таллин;59.39;246;32;RU;Таллин;Tallin;Таллинн
26045;Кунда;59.51;26.54;1;RU;Кунда;Kunda;Кунда
26046;Йыхви;59.32;27.39;72;RU;Йыхви;Johvi;Иохви
26058;Нарва;58.92;281;28;RU;Нарва;Narva-Joesuu;Нарва
26059;Кингисепп;59.36;286;17;RU;Кингисепп;Kingisepp;Кингисепп
26060;Кронштадт;59.98;29.76;5;RU;Кронштадт;Kronshtadt;Ломоносов
26063;Санкт-Петербург;59.96;303;3;RU;Санкт-Петербург;St.Petersburg;Санкт-Петербург ИЦП
26064;Ломоносов;59.91;29.78;4;RU;Ломоносов;Lomonosov;Бегуницы
26065;Пулково;59.8;30.31;18;RU;Пулково;Pulkovo;Санкт-Петербург Пулково
26067;Волосово;59.43;295;127;RU;Волосово;Volosovo;Волосово
26069;Белогорка;59.35;30.13;88;RU;Белогорка;Belogorka;Белогорка
26072;Шлиссельбург;59.93;31;14;RU;Шлиссельбург;Shlisselburg;Петрокрепость
26078;Любань;59.35;31.23;36;RU;Любань;Ljuban;Любань
26080;Кириши;59.45;32.03;25;RU;Кириши;Kirishi;Мотохово
26081;Волхов;;;;RU;Волхов;;Волхов
26087;Будогощь;59.3;32.5;54;RU;Будогощь;;Будогощь
26092;Шугозеро;59.95;34.2;91;RU;Шугозеро;Shugozero;Сугозеро
26094;Тихвин;59.65;33.55;60;RU;Тихвин;Tihvin;Тихвин
26099;Ефимовская;59.5;34.7;173;RU;Ефимовская;Efimovskaya;Ефимовская
26115;Ристна;58.92;226;7;RU;Ристна;Ristna;Ристна
26116;Кярдла;59;22.81;4;RU;Кярдла;Kardla;Кардла
26124;Нигула;58.95;23.81;23;RU;Нигула;Nigula;Нигула
26128;Виртсу;58.57;23.51;2;RU;Виртсу;Virtsu;Виртсу
26134;Куузику;58.97;24.73;52;RU;Куузику;Kuusiku;Куусику
26135;Тюри;58.8;254;60;RU;Тюри;Turi;Тури
26141;Вяйке-Маарья;59.14;26.23;120;RU;Вяйке-Маарья;Valke-Maarja;Валке-Мааря
26144;Йыгева;58.74;26.41;70;RU;Йыгева;Jogeva;Йогева
26145;Тийрикоя;58.86;26.95;32;RU;Тийрикоя;Tilrikoja;Тилрикоя
26157;Гдов;58.73;27.83;39;RU;Гдов;Gdov;Гдов
26167;Николаевское;58.56;298;91;RU;Николаевское;Nikolaevskoe;Николаевское
26179;Новгород;58.51;31.25;24;RU;Новгород;Novgorod;Новгород
26184;Малая Вишера;58.83;32.21;66;RU;Малая Вишера;Malaya Vishera;Малая Вишера
26188;Веребье;;;;RU;Веребье;;Веребье
26196;Хвойная;58.9;34.53;164;RU;Хвойная;Hvoynaya;Хвойная
26258;Псков;57.81;28.33;44;RU;Псков;Pskov;Псков город
26259;Псков аэропорт;57.8;284;47;RU;Псков аэропорт;;Псков аэропорт
26264;Струги Красные;58.26;291;127;RU;Струги Красные;Strugi krasnye;Струги Красные
26268;Дно;57.81;29.95;63;RU;Дно;Dno;Дно
26275;Старая Русса;58.01;31.31;24;RU;Старая Русса;Staraja russa;Старая Русса
26283;Окуловка;58.36;33.31;176;RU;Окуловка;Okulovka;Окуловка
26285;Крестцы;58.26;32.53;62;RU;Крестцы;Krestcy;Крестцы
26289;Валдай;57.96;33.23;219;RU;Валдай;Valday;Валдай
26291;Боровичи;58.41;33.9;87;RU;Боровичи;Bobrovichi;Боровичи
26298;Бологое;57.88;34.03;186;RU;Бологое;Bologoe;Бологое
26359;Пушкинские Горы;57.01;289;108;RU;Пушкинские Горы;Pushkinskie Gory;Пушкинские Горы
26378;Холм;57.15;31.18;70;RU;Холм;Holm;Холм
26381;Демянск;57.65;32.46;59;RU;Демянск;Demjansk;Демянск
26389;Осташков;57.11;33.1;214;RU;Осташков;Ostaskov;Осташков
26393;Вышний Волочек;57.53;34.55;167;RU;Вышний Волочек;Vyshny Volochek;Вышний Волочек
26477;Великие Луки;56.35;30.61;97;RU;Великие Луки;Velikie Luki;Великие Луки
26479;Торопец;56.48;31.63;187;RU;Торопец;Toropets;Торопец
26498;Ржев;56.26;34.31;197;RU;Ржев;Rzhev;Ржев
26499;Старица;56.48;34.91;184;RU;Старица;Staritsa;Старица
26578;Велиж;55.61;31.18;165;RU;Велиж;Velizh;Велиж
26585;Белый;55.83;32.93;220;RU;Белый;Belyj;Белый
26595;Сычевка;55.81;34.26;201;RU;Сычевка;Sychevka;Сычевка
26614;Советск;55.08;21.93;37;RU;Советск;Sovetsk;Советск
26695;Вязьма;55.16;34.4;243;RU;Вязьма;Vjazma;Вязьма
26701;Балтийск;54.65;199;4;RU;Балтийск;Baltiysk;Балтийск
26702;Калининград;54.72;20.55;19;RU;Калининград;Kaliningrad;Калининград город
26703;Калининград Храброво;54.9;206;13;RU;Калининград Храброво;;Калининград Храброво
26706;Железнодорожный;54.36;213;50;RU;Железнодорожный;Zheleznodorozhny;Железнодорожный
26711;Черняховск;54.63;21.79;32;RU;Черняховск;Chernyakhovsk;Черняховск
26781;Смоленск;54.75;32.06;240;RU;Смоленск;Smolensk;Смоленск
26784;Починок;54.41;32.43;200;RU;Починок;Pochinok;Починок
26795;Спас-Деменск;54.41;34.01;238;RU;Спас-Деменск;Spas-Demensk;Спас-Деменск
26882;Рославль;53.93;32.83;219;RU;Рославль;Roslavl;Рославль
26894;Жуковка;53.53;33.75;175;RU;Жуковка;Zukovka;Жуковка
26896;Жиздра;53.75;34.73;194;RU;Жиздра;Zhizdra;Жиздра
26898;Брянск;53.25;34.31;213;RU;Брянск;Brjansk;Брянск город
26899;Брянск аэропорт;53.3;34.1;200;RU;Брянск аэропорт;;Брянск аэропорт
26976;Красная Гора;53.01;31.6;146;RU;Красная Гора;Krasnaya Gora;Красная Гора
26997;Трубчевск;52.58;33.76;177;RU;Трубчевск;Trubcevsk;Трубчевск
27008;Бабаево;59.4;35.91;136;RU;Бабаево;Babaevo;Бабаево
27020;Яршево;59.95;38.59;118;RU;Яршево;Yarshevo;Яршево
27026;Коробово;59.61;39.16;132;RU;Коробово;Korobovo;Коробово
27037;Вологда;59.31;39.92;124;RU;Вологда;Vologda;Вологда город
27038;Вологдa;59.31;39.92;124;RU;Вологдa;Vologda;Вологда аэропорт
27051;Тотьма;59.98;42.76;134;RU;Тотьма;Totma;Тотьма
27066;Никольск;59.53;45.46;141;RU;Никольск;Nikolsk;Никольск
27071;Кичменгский Городок;59.98;45.81;109;RU;Кичменгский Городок;Kichemengsky Gorodok;Кичменгский Городок
27083;Опарино;59.85;48.28;178;RU;Опарино;Oparino;Опарино
27097;Мураши;59.38;48.98;211;RU;Мураши;Murasi;Мураши
27106;Устюжна;58.85;36.43;124;RU;Устюжна;Ustyuzhna;Устюжна
27108;Охоны;58.56;35.63;149;RU;Охоны;Ohony;Охоны
27113;Череповец;59.28;38.01;112;RU;Череповец;Cherepovec;Череповец
27143;Солигалич;;;;RU;Солигалич;;Солигалич
27164;Кологрив;58.81;44.31;150;RU;Кологрив;Kologriv;Кологрив
27185;Даровское;58.76;47.96;147;RU;Даровское;Darovskoe;Даровской
27199;Киров;58.56;49.56;156;RU;Киров;Kirov;Киров
27208;Максатиха;57.8;35.9;140;RU;Максатиха;Maksatikha;Максатиха
27215;Красный Холм;58.03;37.1;166;RU;Красный Холм;Krasny Kholm;Красный Холм
27217;Бежецк;57.76;36.7;141;RU;Бежецк;Bezhetsk;Бежецк
27225;Рыбинск;58.1;38.68;104;RU;Рыбинск;Rybinsk;Рыбинск
27242;Буй;58.48;41.53;102;RU;Буй;Buj;Буй
27243;Галич;58.38;42.36;134;RU;Галич;Galich;Галич
27252;Николо-Полома;58.35;43.38;149;RU;Николо-Полома;Nikolo-Poloma;Николо-Полома
27271;Шарья;58.36;45.53;118;RU;Шарья;Sharja;Шарья
27277;Ветлуга;57.85;45.76;133;RU;Ветлуга;Vetluga;Ветлуга
27281;Шабалино;58.3;47.11;166;RU;Шабалино;Shabalino;Сабалино
27283;Котельнич;58.3;48.35;125;RU;Котельнич;Kotelnich;Котельнич
27296;Кумены;58.1;49.91;175;RU;Кумены;Kumeny;Кумены
27316;Кашин;57.33;37.56;137;RU;Кашин;Kasin;Кашин
27321;Углич;57.5;38.3;120;RU;Углич;Uglich;Углич
27329;Ростов;57.2;39.41;99;RU;Ростов;Rostov;Ростов Великий
27330;Ярославль;57.63;39.91;92;RU;Ярославль;Yaroslavl;Ярославль
27331;Ярославль;57.63;39.75;129;RU;Ярославль;Yaroslavl;Ярославль
27333;Кострома;57.73;40.78;125;RU;Кострома;Kostroma;Кострома
27344;Приволжск;57.38;41.26;114;RU;Приволжск;Privolzhsk;Приволжск
27346;Кинешма;57.41;42.18;125;RU;Кинешма;Kineshma;Кинешма
27347;Иваново;56.95;40.96;124;RU;Иваново;Ivanovo;Иваново
27355;Юрьевец;57.33;43.11;131;RU;Юрьевец;Jurievec;Юрьевец
27369;Красные Баки;57.13;45.16;111;RU;Красные Баки;Krasnye Baki;Красные Баки
27373;Шахунья;57.66;46.63;175;RU;Шахунья;Sakhunja;Шахунья
27385;Яранск;57.36;47.91;105;RU;Яранск;Yaransk;Яранск
27391;Советск;57.6;49;119;RU;Советск;;Советск
27393;Нолинск;57.55;49.95;136;RU;Нолинск;Nolinsk;Нолинск
27401;Торжок;57.03;35.01;171;RU;Торжок;Torzhok;Торжок
27402;Тверь;56.88;35.86;140;RU;Тверь;Tver;Тверь город
27403;Тверь Мигалово;56.7;35.8;143;RU;Тверь Мигалово;;Тверь Мигалово
27404;Тверь Змеево;56.9;35.9;144;RU;Тверь Змеево;;Тверь Змеево
27412;Савелово (Кимры);56.86;37.38;124;RU;Савелово (Кимры);Savelovo (Kimry);Савелово
27417;Клин;56.35;36.75;166;RU;Клин;Klin;Клин
27419;Дмитров;56.35;37.56;179;RU;Дмитров;Dmitrov;Дмитров
27425;Переславль-Залесский;56.71;38.83;176;RU;Переславль-Залесский;Pereyaslavl-Zalessky;Переславль- Залесский
27428;Александров;56.4;38.75;185;RU;Александров;Aleksandrov;Александров
27441;Шуя;56.85;41.4;99;RU;Шуя;Shuja;Шуя
27459;Нижний Новгород;56.26;44;161;RU;Нижний Новгород;Nizhny Novgorod;Нижний Новгород Мыза
27462;Семенов;56.73;44.51;117;RU;Семенов;Semenov;Семенов
27479;Козьмодемьянск;56.33;46.58;108;RU;Козьмодемьянск;Kozmodemjansk;Козьмодемьянск
27480;Санчурск;56.98;47.31;103;RU;Санчурск;Sanchursk;Санчурск
27485;Йошкар-Ола;56.64;47.77;116;RU;Йошкар-Ола;Joshkar-Ola;Йошкар-Ола
27491;Новый Торьял;57;48.73;143;RU;Новый Торьял;Novy Torjal;Новый Торьял
27502;Волоколамск;56.01;35.93;196;RU;Волоколамск;Volokolamsk;Волоколамск
27507;Гагарин;55.51;35.03;192;RU;Гагарин;Gagarin;Гагарин
27509;Можайск;55.51;36;184;RU;Можайск;Mozajsk;Можайск
27511;Ново-Иерусалим;55.9;36.81;159;RU;Ново-Иерусалим;Novo-Jerusalim;Ново-Иерусалим
27514;Шереметьево;55.96;37.41;187;RU;Шереметьево;Sheremetyevo;Москва Шереметьево
27523;Павловский посад;55.76;38.68;134;RU;Павловский посад;Pavlovsky Posad;Павловский Посад
27524;Внуково;55.55;37.25;220;RU;Внуково;Vnukovo;Москва Внуково
27532;Владимир;56.11;40.35;167;RU;Владимир;Vladimir;Владимир
27539;Гусь-Хрустальный;55.6;40.65;136;RU;Гусь-Хрустальный;Gus-Hrustalny;Гусь-Хрустальный
27549;Муром;55.6;42.03;115;RU;Муром;Murom;Муром
27553;Нижний Новгород;56.21;43.81;77;RU;Нижний Новгород;Nizhny Novgorod;Нижний Новгород Стригино
27577;Сергач;55.53;45.5;126;RU;Сергач;Sergach;Сергач
27581;Чебоксары;56.08;47.33;162;RU;Чебоксары;Cheboksary;Чебоксары
27587;Канаш;55.51;47.46;181;RU;Канаш;Kanash;Канаш
27593;Арск;56.09;49.86;151;RU;Арск;Arsk;Арск
27595;Казань;55.74;49.2;116;RU;Казань;Kazan;Казань
27606;Малоярославец;55.01;36.48;195;RU;Малоярославец;Malojaroslavec;Малоярославец
27607;Обнинск 1;55.15;36.5;0;RU;Обнинск 1;Obninsk 1;Нижнекамск Бегишево
27611;Наро-Фоминск;55.38;36.7;190;RU;Наро-Фоминск;Naro-Fominsk;Наро-Фоминск
27612;Москва;55.83;37.61;147;RU;Москва;Moscow;Москва ВВЦ
27613;Домодедово;55.4;37.9;207;RU;Домодедово;Domodedovo;Москва Домодедово
27615;Красная Пахра;55.46;37.31;203;RU;Красная Пахра;Krasnaya Pakhra;Москва Остафьево
27618;Серпухов;54.93;37.46;164;RU;Серпухов;Serpuhov;Серпухов
27625;Коломна;55.13;38.73;112;RU;Коломна;Kolomna;Коломна
27627;Кашира;54.83;38.15;221;RU;Кашира;Kashira;Кашира
27643;Выкса;55.33;42.11;113;RU;Выкса;Vyksa;Выкса
27648;Елатьма;54.95;41.76;132;RU;Елатьма;Elatma;Елатьма
27653;Арзамас;55.36;43.78;120;RU;Арзамас;Arzamas;Арзамас
27655;Ардатов;55.3;43.1;173;RU;Ардатов;;Ардатов
27665;Лукоянов;55.03;44.5;217;RU;Лукоянов;Lukojanov;Лукоянов
27675;Порецкое;55.18;46.33;135;RU;Порецкое;Poretskoe;Порецкое
27679;Алатырь;54.81;46.58;178;RU;Алатырь;Alatyr;Алатырь
27689;Буинск;54.8;48.3;89;RU;Буинск;;Буинск
27697;Тетюши;54.94;48.79;155;RU;Тетюши;Tetjusi;Тетюши
27703;Калуга;54.55;36.36;198;RU;Калуга;Kaluga;Калуга
27707;Сухиничи;54.1;35.35;237;RU;Сухиничи;Suhinici;Сухиничи
27719;Тула;54.23;37.61;202;RU;Тула;Tula;Тула
27729;Михайлов;54.23;39.03;173;RU;Михайлов;Mihajlov;Михайлов
27730;Рязань;54.63;39.7;155;RU;Рязань;Rjazan;Рязань
27736;Шилово;54.3;40.88;98;RU;Шилово;Silovo;Шилово
27745;Сасово;54.36;41.93;114;RU;Сасово;Sasovo;Сасово
27752;Темников;54.63;43.23;138;RU;Темников;Temnikov;Темников
27756;Краснослободск;54.43;43.76;185;RU;Краснослободск;Krasnoslobodsk;Краснослободск
27758;Торбеево;54.08;43.25;197;RU;Торбеево;Torbeevo;Торбеево
27760;Саранск;54.13;45.25;195;RU;Саранск;Saransk;Саранск
27776;Сурское;54.48;46.7;100;RU;Сурское;Surskoe;Сурское
27786;Ульянoвск;54.31;48.33;122;RU;Ульянoвск;Ulyanovsk;Ульяновск Баратаевка
27789;Ульяновск Восточный;54.5;48.8;77;RU;Ульяновск Восточный;;Ульяновск Восточный
27799;Димитровград;54.23;49.6;72;RU;Димитровград;Dimitrovgrad;Димитровград
27814;Плавск;53.65;37.23;240;RU;Плавск;Plavsk;Плавск
27817;Мценск;53.38;36.53;199;RU;Мценск;Mcensk;Мценск
27821;Узловая;54;38.13;226;RU;Узловая;Uzlovaya;Узловая
27823;Павелец;53.78;39.25;209;RU;Павелец;Pavelec;Павелец
27835;Ряжск;53.71;40.11;125;RU;Ряжск;Rjazsk;Ряжск
27848;Моршанск;53.45;41.8;143;RU;Моршанск;Morshansk;Моршанск
27853;Наровчат;53.86;43.68;148;RU;Наровчат;Narovcat;Наровчат
27857;Земетчино;53.48;42.63;130;RU;Земетчино;Zametcino;Земетчино
