wmo_id;name;lat;lon;alt;country_alpha2;name_rus;name_eng;additional_name
27858;Пачелма;53.33;43.31;259;RU;Пачелма;Pacelma;Пачелма
27872;Инза;53.85;46.41;174;RU;Инза;Inza;Инза
27890;Тольятти;53.53;49.3;73;RU;Тольятти;Tolyatti;Тольятти
27891;Сенгилей;53.96;48.8;85;RU;Сенгилей;Sengiley;Сенгилей
27894;Новодевичье;53.6;48.83;141;RU;Новодевичье;Novodeviche;Новодевичье
27906;Орел;52.93;36;193;RU;Орел;Orel;Орел
27921;Ефремов;53.15;38.11;216;RU;Ефремов;Efremov;Ефремов
27928;Елец;52.63;38.51;166;RU;Елец;Elec;Елец
27930;Липецк;52.7;39.51;176;RU;Липецк;Lipeck;Липецк
27935;Мичуринск;52.88;40.48;148;RU;Мичуринск;Michurinsk;Мичуринск
27944;Тамбoв;52.73;41.46;161;RU;Тамбoв;Tambov;Тамбов
27947;Тамбов;52.8;41.33;126;RU;Тамбов;Tambov;Тамбов
27957;Кирсанов;52.66;42.71;168;RU;Кирсанов;Kirsanov;Кирсанов
27961;Каменка Белинская;53.18;44.03;181;RU;Каменка Белинская;Kamenka Belinskaya;Каменка- Белинская
27962;Пенза;53.12;45.01;169;RU;Пенза;Penza;Пенза Терновка
27973;Кузнецк;53.1;46.6;270;RU;Кузнецк;;Кузнецк
27981;Канадей;53.15;47.51;107;RU;Канадей;Kanadey;Канадей
27983;Сызрань;53.18;48.4;103;RU;Сызрань;Syzran;Сызрань
27995;Безенчук;52.98;49.43;44;RU;Безенчук;Bezenchuk;Безенчук
28009;Кирс;59.35;52.25;167;RU;Кирс;Kirs;Кирс
28028;Березники.;59.55;56.83;223;RU;Березники.;Berezniki;Березники
28033;Карпинск;59.75;60;235;RU;Карпинск;Karpinsk;Карпинск
28036;Кытлым;59.5;59.21;377;RU;Кытлым;Kytlym;Кытлым
28044;Серов;59.6;60.53;123;RU;Серов;Serov;Серов
28049;Гари;59.43;62.33;128;RU;Гари;Gari;Гари
28064;Леуши;59.63;65.71;70;RU;Леуши;Leushi;Леуши
28066;Кондинское;59.65;67.38;40;RU;Кондинское;Kondinskoe;Кондинское
28076;Демьянское;59.6;69.28;57;RU;Демьянское;Demjanskoe;Демьянское
28097;Таурово;59.58;73.28;58;RU;Таурово;Taurovo;Усановы
28116;Кудымкар;59.01;54.65;186;RU;Кудымкар;Kudymkar;Кудымкар
28125;Тикси аэропорт;71.7;128.9;11;RU;Тикси аэропорт;;Тикси аэропорт
28128;Чермоз;58.76;56.2;122;RU;Чермоз;Chermoz;Чёрмоз
28131;Кизел;59.03;57.56;305;RU;Кизел;Kizel;Кизел
28134;Губаха;58.9;57.5;277;RU;Губаха;Gubakha;Губаха
28135;Качканар;58.68;59.53;374;RU;Качканар;Kachkanar;Качканар
28138;Бисер;58.51;58.85;463;RU;Бисер;Biser;Бисер
28143;Сосьва;59.16;61.91;85;RU;Сосьва;Sosva;Сосьва
28144;Верхотурье;58.86;60.78;123;RU;Верхотурье;Verhoturje;Верхотурье
28155;Новоселово;59;63.8;78;RU;Новоселово;Novoselovo;Носово
28158;Таборы;58.53;64.5;63;RU;Таборы;Tabory;Таборы
28165;Куминская;58.71;66.08;80;RU;Куминская;Kuminskaya;Куминская
28172;Уват;59.16;68.91;41;RU;Уват;Uvat;Уват
28192;Тайлакова;53.3;74;70;RU;Тайлакова;;Тайлакова
28202;Фаленки;58.35;51.56;179;RU;Фаленки;Falenki;Фаленки
28214;Глазов;58.13;52.58;168;RU;Глазов;Glazov;Глазов
28216;Верещагино;58.08;54.68;238;RU;Верещагино;Verescagino;Верещагино
28224;Пермь;58;56.66;171;RU;Пермь;Perm;Пермь город
28225;Пермь-Бахаревка;57.95;56.2;171;RU;Пермь-Бахаревка;Perm-Bakharevka;Пермь Бахаревка
28228;Большое Савино;57.91;56.01;121;RU;Большое Савино;Bolshoe Savino;Пермь Большое Савино
28233;Кушва;58.31;59.75;270;RU;Кушва;Kushva;Кушва
28234;Лысьва;58.11;57.78;223;RU;Лысьва;Lysva;Лысьва
28238;Кын;57.83;58.65;244;RU;Кын;Kyn;Кын
28240;Нижний Тагил;57.88;60.06;262;RU;Нижний Тагил;Nizhny Tagil;Нижний Тагил
28244;Нижняя Салда;58;60.6;218;RU;Нижняя Салда;;Нижняя Салда
28248;Алапаевск;57.86;61.7;127;RU;Алапаевск;Alapaevsk;Алапаевск
28255;Туринск;58.05;63.68;100;RU;Туринск;Turinsk;Туринск
28264;Тавда;58.05;65.35;60;RU;Тавда;Tavda;Тавда
28275;Тобольск;58.15;68.25;55;RU;Тобольск;Tobolsk;Тобольск
28278;Вагайское;57.93;69.03;54;RU;Вагайское;Vagayskoe;Вагайское
28302;Уни;57.75;51.5;179;RU;Уни;Uni;Уни
28307;Уржум;57.11;50;115;RU;Уржум;Urzhum;Уржум
28312;Дебессы;57.63;53.81;186;RU;Дебессы;Debessy;Дебессы
28318;Воткинск;57.05;53.91;166;RU;Воткинск;Votkinsk;Воткинск
28319;Ножовка;57.08;54.75;132;RU;Ножовка;Nozhovka;Нозовка
28321;Оханск;57.71;55.38;163;RU;Оханск;Ohansk;Оханск
28324;Оса;57.28;55.45;101;RU;Оса;Osa;Оса
28326;Кунгур;57.41;56.93;153;RU;Кунгур;Kungur;Кунгур
28333;Висим;57.66;59.53;314;RU;Висим;Visim;Висим
28334;Шамары;57.35;58.21;247;RU;Шамары;Shamary;Шамары
28344;Невьянск;57.5;60.25;258;RU;Невьянск;Nevyansk;Невьянск
28346;Артемовский;57.36;61.91;154;RU;Артемовский;Artemovsky;Артемовские
28351;Ирбит;57.61;62.96;74;RU;Ирбит;Irbit;Ирбит
28359;Тугулым;57.06;64.66;89;RU;Тугулым;Tugulym;Тугулым
28366;Ярково;57.41;67.08;50;RU;Ярково;Yarkovo;Ярково
28367;Тюмень;57.11;65.43;101;RU;Тюмень;Tyumen;Тюмень
28368;Рощино;57.15;65.41;103;RU;Рощино;Roshchino;Тюмень Рощино
28379;Балахлей;57.2;69.2;79;RU;Балахлей;;Балахлей
28382;Усть-Ишим;57.68;71.18;55;RU;Усть-Ишим;Ust-Ishim;Усть-Ишим
28383;Тевриз;57.51;72.4;65;RU;Тевриз;Tevriz;Тевриз
28402;Кильмезь;56.9;51.06;138;RU;Кильмезь;Kilmez;Кильмезь
28404;Малмыж;56.5;50.7;134;RU;Малмыж;;Малмыж
28409;Можга;56.43;52.2;169;RU;Можга;Mozhga;Можга
28411;Ижевск;56.83;53.45;155;RU;Ижевск;Izhevsk;Ижевск
28413;Чайковский;56.75;54.08;98;RU;Чайковский;Chaykovsky;Чайковский
28418;Сарапул;56.46;53.73;134;RU;Сарапул;Sarapul;Сарапул
28419;Янаул;56.27;54.96;98;RU;Янаул;Janaul;Янаул
28421;Барда;56.9;55.6;133;RU;Барда;;Барда
28428;Чернушка;56.5;56.13;148;RU;Чернушка;Chernushka;Чернушка
28429;Октябрьский;56.53;57.21;334;RU;Октябрьский;Oktyabrsky;Октябрьский
28434;Красноуфимск;56.65;57.78;205;RU;Красноуфимск;Krasnoufimsk;Красноуфимск
28440;Екатеринбург;56.83;60.63;280;RU;Екатеринбург;Ekaterinburg;Екатеринбург город
28443;Богданович;56.81;62.1;166;RU;Богданович;Bogdanovich;Богданович
28444;Кольцово;56.73;60.83;235;RU;Кольцово;Koltsovo;Екатеринбург Кольцово
28445;Верхнее Дуброво;56.73;61.06;286;RU;Верхнее Дуброво;Verhnee Dubrovo;Верхнее Дуброво
28448;Сысерть;56.5;60.81;263;RU;Сысерть;Sysert;Сысерть
28449;Каменск-Уралский;56.43;61.86;169;RU;Каменск-Уралский;Kamensk-Uralsky;Каменск- Уральский
28451;Камышлов;56.85;62.71;127;RU;Камышлов;Kamyslov;Камышлов
28455;Бутка;56.71;63.76;106;RU;Бутка;Butka;Бутка
28456;Шатрово;56.51;64.65;114;RU;Шатрово;Shatrovo;Сатрово
28457;Далматово;56.26;62.93;103;RU;Далматово;Dalmatovo;Катайск
28465;Ялуторовск;56.68;66.35;60;RU;Ялуторовск;Jalturovosk;Ялтуровск
28478;Голышманово;56.41;68.41;124;RU;Голышманово;Golyshmanovo;Голышманово
28481;Викулово;56.81;70.61;77;RU;Викулово;Vikulovo;Викулово
28491;Большие Уки;56.93;72.66;86;RU;Большие Уки;Bolshie Uki;Большие Уки
28493;Тара;56.9;74.38;72;RU;Тара;Tara;Тара
28498;Колосовка;56.45;73.65;98;RU;Колосовка;Kolosovka;Колосовка
28502;Вятские Поляны;56.23;51.03;83;RU;Вятские Поляны;Vjatskie Poljany;Вятские Поляны
28506;Елабуга;55.75;52.04;90;RU;Елабуга;Elabuga;Елабуга
28513;Нефтекамск;56.1;54.35;140;RU;Нефтекамск;Neftekamsk;Нефтекамск
28517;Мензелинск;55.71;53.06;111;RU;Мензелинск;Menzelinsk;Мензелинск
28522;Аскино;56.11;56.57;206;RU;Аскино;Askino;Аскино
28526;Караидель;55.83;56.91;156;RU;Караидель;Karaidel;Караидельский
28533;Нязепетровск;56.05;59.58;318;RU;Нязепетровск;Njazepetrovsk;Нязепетровск
28535;Емаши;55.93;58.61;233;RU;Емаши;Emashi;Карляханово
28537;Дуван;55.71;57.89;337;RU;Дуван;Duvan;Дуван
28541;Верхний Уфалей;56.08;60.3;391;RU;Верхний Уфалей;Verhniy Ufalej;Верхний Уфалей
28548;Аргаяш;55.55;60.9;256;RU;Аргаяш;Argayash;Аргаяш
28552;Шадринск;56.06;63.65;87;RU;Шадринск;Shadrinsk;Шадринск
28561;Памятная;56.01;65.7;67;RU;Памятная;Pamyatnaya;Тебенякское
28566;Мокроусово;55.8;66.8;115;RU;Мокроусово;;Мокроусово
28573;Ишим;56.1;69.43;81;RU;Ишим;Isim;Ишим
28581;Абатский;56.25;70.43;78;RU;Абатский;Abatsky;Камышенка
28586;Тюкалинск;55.86;72.21;115;RU;Тюкалинск;Tjukalinsk;Тюкалинск
28588;Называевск;55.56;71.36;125;RU;Называевск;Nazyvoevsk;Называевск
28593;Большеречье;56.1;74.63;76;RU;Большеречье;Bolsherechje;Большеречье
28598;Саргатское;55.6;73.48;79;RU;Саргатское;Sargatskoe;Саргатское
28601;Чистополь;55.3;50.6;179;RU;Чистополь;;Чистополь
28602;Чистополь;55.32;50.65;136;RU;Чистополь;Chistopol;Чистополь
28606;Акташ;55.05;52.1;114;RU;Акташ;Aktash;Русский Акташ
28611;Муслюмово;55.31;53.2;80;RU;Муслюмово;Musljumovo;Муслюмово
28612;Муслюмово;55.3;53.18;78;RU;Муслюмово;Musljumovo;Муслюмово
28615;Бакалы;55.18;53.79;124;RU;Бакалы;Bakaly;Бакалы
28621;Бирск;55.4;55.55;185;RU;Бирск;Birsk;Бирск
28624;Кушнаренково;55.13;55.35;99;RU;Кушнаренково;Kushnarenkovo;Кушнаренково
28629;Улу-Теляк;54.92;56.98;154;RU;Улу-Теляк;Ulu-Teljak;Улу-Теляк
28630;Златоуст;55.16;59.66;532;RU;Златоуст;Zlatoust;Златоуст
28633;Таганай-Гора;;;;RU;Таганай-Гора;;Таганай-Гора
28637;Кропачево;55;57.98;413;RU;Кропачево;Kropachevo;Кропачево
28639;Катав-Ивановск;54.76;58.21;477;RU;Катав-Ивановск;Katav-Ivanovsk;Катав-Ивановск
28642;Челябинск-Баландино;55.3;61.53;230;RU;Челябинск-Баландино;Chelyabinsk-Balandino;Челябинск Баландино
28645;Челябинск-Город;55.15;61.3;233;RU;Челябинск-Город;Chelyabinsk-Gorod;Челябинск город
28655;Шумиха;55.23;63.31;176;RU;Шумиха;Shumiha;Шумиха
28659;Куртамыш;54.91;64.43;156;RU;Куртамыш;Kurtamysh;Куртамыш
28661;Курган;55.45;65.4;72;RU;Курган;Kurgan;Курган
28662;Лебяжье;55.28;66.5;139;RU;Лебяжье;Lebyazhye;Лебяжье
28666;Макушино;55.25;67.3;140;RU;Макушино;Makushino;Макушино
28668;Половинное;54.76;66;150;RU;Половинное;Polovinnoe;Половинное
28674;Петухово;55.06;67.88;137;RU;Петухово;Petukhovo;Петухово
28688;Исилькуль;54.93;71.26;125;RU;Исилькуль;Isilkul;Исилькуль
28696;Калачинск;55.03;74.58;109;RU;Калачинск;Kalachinsk;Калачинск
28698;Омск;55.01;73.38;121;RU;Омск;Omsk;Омск город
28699;Омск Центральный;55;73.3;95;RU;Омск Центральный;;Омск Центральный
28704;Чулпаново;54.49;50.41;77;RU;Чулпаново;Culpanovo;Чулпаново
28705;Челно-Вершины;54.41;51.1;156;RU;Челно-Вершины;Celno-Vershiny;Челно-Вершины
28709;Клявлино;54.26;52.03;252;RU;Клявлино;Klyavlino;Клявлино
28710;Раевский;54.06;54.92;121;RU;Раевский;Raevsky;Раевский
28711;Бугульма;54.63;52.8;299;RU;Бугульма;Bugulma;Бугульма
28712;Туймазы;54.59;53.71;131;RU;Туймазы;Tuimazy;Туймазы
28713;Буздяк;54.55;54.53;190;RU;Буздяк;Buzdyak;Буздяк
28719;Аксаково;54.02;54.14;357;RU;Аксаково;Aksakovo;Аксаково
28721;Чишмы;54.56;55.38;118;RU;Чишмы;Chishmy;Чишмы
28722;Уфа;54.71;55.81;103;RU;Уфа;Ufa;Уфа город
28723;Уфа аэропорт;54.6;55.9;125;RU;Уфа аэропорт;;Уфа аэропорт
28726;Архангельское;54.4;56.8;142;RU;Архангельское;Archangelskoe;Архангельское
28741;Мирный;54.55;60.3;320;RU;Мирный;Mirny;Мирный
28747;Петропавловский;54.01;60.11;300;RU;Петропавловский;Petropavlovsky;Петропавловский
28748;Троицк;54.08;61.61;191;RU;Троицк;Troick;Троицк
28752;Целинное;54.5;63.66;145;RU;Целинное;Tselinnoe;Половинное
28754;Октябрьское;54.41;62.7;184;RU;Октябрьское;Oktyabrskoe;Октябрьский
28756;Звериноголовское;54.46;64.86;117;RU;Звериноголовское;Zverinogolovskoe;Звериноголовская
28785;Возвышенка;54.43;70.91;126;RU;Возвышенка;Vozvyshenka;Возвышенский
28786;Полтавка;54.36;71.75;123;RU;Полтавка;Poltavka;Полтавка
28791;Шербакуль;54.63;72.43;113;RU;Шербакуль;Sherbakul;Щербакуль
28797;Одесское;54.2;72.96;123;RU;Одесское;Odesskoe;Одесское
28798;Павлоградка;54.2;73.56;122;RU;Павлоградка;Pavlogradka;Павлоградка
28799;Черлак;54.16;74.8;113;RU;Черлак;Cherlak;Черлак
28801;Красное Поселение;53.96;50.36;65;RU;Красное Поселение;Krasnoe Poselenie;Красное Поселение
28802;Серноводск;53.91;51.26;115;RU;Серноводск;Sernovodsk;Серноводск
28805;Кинель-Черкассы;53.46;51.58;59;RU;Кинель-Черкассы;Kinel-Cherkassy;Кинель-Черкассы
28806;Бугуруслан;53.61;52.45;93;RU;Бугуруслан;Buguruslan;Бугуруслан
28807;Самара (Смышляевка);53.25;50.45;39;RU;Самара (Смышляевка);Samara (Smyshljaevka);Самара Смышляевка
28808;Кротовка;53.3;51.2;45;RU;Кротовка;;Кротовка
28815;Абдулино;53.65;53.65;164;RU;Абдулино;Abdulino;Абдулино
28823;Тукан;53.86;57.41;550;RU;Тукан;Tukan;Тукан
28825;Стерлитамак;53.6;55.93;136;RU;Стерлитамак;Sterlitamak;Стерлитамак
28830;Белорецк;54;57;568;RU;Белорецк;;Белорецк
28831;Белорецк;53.96;58.35;563;RU;Белорецк;Beloreck;Белорецк
28833;Верхнеуральск;53.88;59.2;400;RU;Верхнеуральск;Verhneuralsk;Верхнеуральск
28836;Фершампенуаз;53.4;59.8;365;RU;Фершампенуаз;;Фершампенуаз
28838;Магнитогорск;53.35;59.08;383;RU;Магнитогорск;Magnitogorsk;Магнитогорск
28867;Урицкий;53.31;65.55;216;RU;Урицкий;Uricky;Урицк
28873;Красноармейск;53.83;69.48;156;RU;Красноармейск;Krasnoarmeysk;Красноармейск
28877;Володарское;53.31;68.1;315;RU;Володарское;Volodarskoe;Володарское
28878;Кокшетау аэропорт;53.3;69.4;263;RU;Кокшетау аэропорт;;Кокшетау аэропорт
28879;Кокшетау;53.28;69.38;229;RU;Кокшетау;Kokshetau;Кокшетау
28886;Кзылту;53.63;72.36;137;RU;Кзылту;Kzyltu;Кзылту
28895;Русская Поляна;53.78;73.88;129;RU;Русская Поляна;Russkaya Polyana;Русская Поляна
28900;Самара;53.25;50.21;139;RU;Самара;Samara;Самара обсерватория
28901;Аглос;53.05;50.2;72;RU;Аглос;Aglos;Самара Аглос
28902;Самара АМЦ;53.5;50.16;137;RU;Самара АМЦ;Samara AMC;Самара Курумоч
28903;Боровое Лесничество;53;52.05;80;RU;Боровое Лесничество;Borovoe Lesnichestvo;Самара Безымянка
28904;Самара;53.18;50.26;41;RU;Самара;Samara;Самара Н-ск
28908;З/свх. Авангард;52.61;51.28;86;RU;З/свх. Авангард;Avangard zernosovhoz;Авангард
28909;Бузулук;52.81;52.21;79;RU;Бузулук;Buzuluk;Бузулук
28916;Шарлык;52.93;54.75;189;RU;Шарлык;Sharlyk;Шарлык
28925;Мелеуз;52.93;55.91;179;RU;Мелеуз;Meleuz;Мелеуз
28927;Кумертау;52.66;55.76;275;RU;Кумертау;Kumertau;Кумертау
28938;Баймак;52.6;58.33;488;RU;Баймак;Baymak;Кизилское
28939;Кизильское;52.71;58.88;323;RU;Кизильское;Kizilskoe;Калининск
28941;Карталы;53.05;60.66;298;RU;Карталы;Kartaly;Карталы
28952;Костанaй;53.21;63.61;170;RU;Костанaй;Kostanai;Костанай город
28953;Костанай Наримановка;53.2;63.5;181;RU;Костанай Наримановка;;Костанай Наримановка
28957;Тобол;52.68;62.6;207;RU;Тобол;Tobol;Тобол
28966;Рузаевка;52.81;66.96;227;RU;Рузаевка;Ruzaevka;Рузаевка
28978;Балкашино;52.53;68.75;398;RU;Балкашино;Balkasino;Балкашино
28984;Щучинск;52.95;70.21;395;RU;Щучинск;Sucinsk;Щучинск
29023;Напас;59.85;81.95;76;RU;Напас;Napas;Напас
29037;Березовка;59.33;82.61;83;RU;Березовка;Berezovka;Березовка
29068;Назимово;59.51;90.92;62;RU;Назимово;Nazimovo;Назимово
29103;Катыльга;59.06;76.73;69;RU;Катыльга;Katylga;Катыльга
29111;Средний Васюган;59.21;78.23;67;RU;Средний Васюган;Sredny Vasugan;Средний Васюган
29122;Каргасок;59.06;80.84;57;RU;Каргасок;Kargasok;Каргасок
29128;Парабель;58.7;81.48;58;RU;Парабель;Parabel;Парабель
29149;Степановка;58.63;86.73;105;RU;Степановка;Stepanovka;Максимкин Яр
29154;Усть-Озерное;58.88;87.75;112;RU;Усть-Озерное;Ust-Ozernoe;Усть-Озерное
29203;Новый Васюган;58.58;76.51;79;RU;Новый Васюган;Novy Vasugan;Кунтики
29209;Майск;57.81;77.21;98;RU;Майск;Majsk;Майск
29224;Старица;58.16;80.6;80;RU;Старица;Staritsa;Старица
29231;Колпашево;58.31;82.95;72;RU;Колпашево;Kolpashevo;Колпашево
29241;Белый Яр;58.43;84.91;80;RU;Белый Яр;Bely Yar;Палочка
29247;Батурино;57.78;85.15;90;RU;Батурино;Baturino;Батурино
29253;Лосиноборское;58.45;89.46;135;RU;Лосиноборское;Losinoborskoe;Лосиноборск
29263;Енисейск;58.45;92.2;76;RU;Енисейск;Enisejsk;Енисейск
29274;Стрелка;58.07;93.04;87;RU;Стрелка;Strelka;Стрелка
29276;Мотыгино;58.17;94.74;161;RU;Мотыгино;Motygino;Молыгино
29282;Богучаны;58.38;97.45;130;RU;Богучаны;Boguchany;Богучаны
29283;Богучаны.;58.38;97.45;130;RU;Богучаны.;Boguchany.;Ключи
29289;Гонда;57.91;97.21;378;RU;Гонда;Gonda;Гонда
29313;Пудино;57.56;79.43;95;RU;Пудино;Pudino;Пудино
29328;Бакчар;57;82.06;109;RU;Бакчар;Bakchar;Бакчар
29332;Молчаново;57.57;83.76;111;RU;Молчаново;Molchanovo;Молчаново
29348;Первомайское;57.06;86.21;113;RU;Первомайское;Pervomajskoe;Первомайское
29355;Тегульдет;57.28;88.13;135;RU;Тегульдет;Teguldet;Тутало-Чулым
29363;Пировское;57.62;92.27;179;RU;Пировское;Pirovskoe;Пировское
29367;Новобирилюссы;56.96;90.68;179;RU;Новобирилюссы;Novobirilyussy;Бирилюссы
29379;Тасеево;57.2;94.55;163;RU;Тасеево;Taseevo;Тасеево
29393;Червянка;57.65;99.53;218;RU;Червянка;Chervyanka;Червянка
29401;Седельниково;56.95;75.3;103;RU;Седельниково;Sedelnikovo;Седельниково
29405;Кыштовка;56.6;76.56;116;RU;Кыштовка;Kyshtovka;Кыштовка
29418;Северное;56.33;78.35;124;RU;Северное;Severnoe;Северное
29430;Томск;56.5;84.91;140;RU;Томск;Tomsk;Томск
29456;Тюхтет;56.53;89.31;204;RU;Тюхтет;Tjuhtet;Тюхтет
29464;Большой Улуй;56.65;90.59;231;RU;Большой Улуй;Bolshoi Uluj;Большой Улуй
29467;Ачинск;56.28;90.51;215;RU;Ачинск;Achinsk;Ачинск
29471;Большая Мурта;56.89;93.16;180;RU;Большая Мурта;Bolshaya Murta;Большая Мурта
29477;Сухобузимское;56.49;93.27;164;RU;Сухобузимское;Suhobuzimskoe;Сухобузимское
29481;Дзержинское;56.82;95.23;188;RU;Дзержинское;Dzerzhinskoe;Дзерджинское
29498;Шиткино;56.35;98.36;219;RU;Шиткино;Shitkino;Ситкино
29524;Крещенка;55.85;80.06;127;RU;Крещенка;Kreschenka;Крещенка
29532;Кожевниково;56.25;83.96;91;RU;Кожевниково;Kozhevnikovo;Козевниково
29539;Болотное;55.66;84.4;191;RU;Болотное;Bolotnoe;Болотное
29540;Яя;56.2;86.46;141;RU;Яя;Yaya;Анжеро-Судженск
29541;Тайга;56.06;85.61;250;RU;Тайга;Tajga;Тайга
29548;Барзас;55.73;86.3;209;RU;Барзас;Barzas;Барзас
29551;Мариинск;56.18;87.68;142;RU;Мариинск;Mariinsk;Мариинск
29552;Тяжин;56.11;88.51;221;RU;Тяжин;Tjazin;Тяжин
29553;Боготол;56.22;89.55;288;RU;Боготол;Bogotol;Боготол
29557;Тисуль;55.75;88.3;210;RU;Тисуль;Tisul;Тисуль
29562;Кемчуг;56.1;91.66;339;RU;Кемчуг;Kemchug;Кемчуг
29563;Кача;56.11;92.2;479;RU;Кача;Kaca;Каца
29566;Шумиха;55.93;92.27;278;RU;Шумиха;Shumikha;Шумиха(Красноярск.край)
29570;Красноярск опыт.поле;56.03;92.75;276;RU;Красноярск опыт.поле;Krasnoyarsk opytnoe pole;Красноярск Опытное Поле
29572;Емельяново;56.18;92.6;204;RU;Емельяново;Emelyanovo;Красноярск город
29574;Красноярcк;56;92.88;195;RU;Красноярcк;Krasnojarsk;Красноярск Емельяново
29576;Уяр;55.81;94.31;373;RU;Уяр;Ujar;Уяр
29578;Шалинское;55.71;93.74;403;RU;Шалинское;Shalinskoe;Шалинское
29580;Солянка;56.16;95.26;359;RU;Солянка;Solyanka;Солянка
29581;Канск;56.2;95.64;201;RU;Канск;Kansk;Канск
29587;Ирбейское;55.66;95.49;250;RU;Ирбейское;Irbejskoe;Ирбейское
29590;Новочунка;56.13;99.31;265;RU;Новочунка;Novochunka;Новочунское
29594;Тайшет;55.95;98;304;RU;Тайшет;Tajshet;Тайшет
29602;Чаны;55.31;76.75;110;RU;Чаны;Chany;Чаны
29605;Татарск;55.22;76.01;112;RU;Татарск;Tatarsk;Татарск
29612;Барабинск;55.35;78.3;118;RU;Барабинск;Barabinsk;Барабинск
29613;Убинское;55.3;79.62;139;RU;Убинское;Ubinskoe;Убинское
29625;Чулым;55.1;80.96;140;RU;Чулым;Chulym;Чулым
29626;Коченево;55.03;82.23;158;RU;Коченево;Kocenevo;Коченево
29630;Толмачево;55;82.66;115;RU;Толмачево;Tolmachevo;Новосибирск Толмачёво
29631;Колывань;55.32;82.73;145;RU;Колывань;Kolyvan;Колывань
29632;Мошково;55.31;83.6;199;RU;Мошково;Moshkovo;Москово
29634;Новосибирск-Северный;55.08;82.9;172;RU;Новосибирск-Северный;Novosibirsk;Новосибирск город
29636;Тогучин;55.22;84.38;172;RU;Тогучин;Toguchin;Тогучин
29638;Новосибирск-Огурцово;54.9;82.95;130;RU;Новосибирск-Огурцово;Novosibirsk-Ogurtsovo;Огурцово
29642;Кемерово;55.23;86.11;260;RU;Кемерово;Kemerovo;Кемерово аэропорт
29645;Кемерово ЦГМС;55.25;86.21;147;RU;Кемерово ЦГМС;Kemerovo CGMS;Кемерово город
29649;Крапивино;55;86.81;151;RU;Крапивино;Krapivino;Крапивино
29653;Ужур ст.ж.д.;55.3;89.81;386;RU;Ужур ст.ж.д.;Uzur;Ужур
29654;Центральный Рудник;55.2;87.64;496;RU;Центральный Рудник;Centralny Rudnik;Центральный Рудник
29662;Балахта;55.38;91.62;319;RU;Балахта;Balahta;Балахта
29664;Светлолобово;55.08;90.84;325;RU;Светлолобово;Svetlolobovo;Светлолобово
29675;Колба;55.08;93.36;465;RU;Колба;Kolba;Колба
29676;Агинское;55.27;94.9;335;RU;Агинское;Aginskoe;Агинское
29698;Нижнеудинск;54.88;99.03;410;RU;Нижнеудинск;Nizhneudinsk;Нижнеудинск
29702;Чистоозерное;54.7;76.56;113;RU;Чистоозерное;Chistoozernoe;Чистоозерное
29706;Купино;54.38;77.3;116;RU;Купино;Kupino;Купино
29712;Здвинск;54.71;78.66;113;RU;Здвинск;Zdvinsk;Здвинск
29722;Ужаниха;54.66;81.06;180;RU;Ужаниха;Uzhanikha;Ужаниха
29724;Кочки;54.33;80.47;159;RU;Кочки;Kochki;Кочки
29726;Ордынское;54.36;81.89;132;RU;Ордынское;Ordynskoe;Ордынское
29735;Посевная;54.3;83.31;291;RU;Посевная;Posevnaja;Посевная
29736;Маслянино;54.33;84.2;199;RU;Маслянино;Masljanino;Маслянино
29743;Ленинск- Кузнецкий;54.7;86.2;279;RU;Ленинск- Кузнецкий;;Ленинск- Кузнецкий
29745;Белово;54.45;86.34;224;RU;Белово;Belovo;Гурьевск
29752;Ненастная;54.75;88.81;1186;RU;Ненастная;Nenastnaja;Ненастная
29756;Шира;54.5;89.93;476;RU;Шира;Shira;Шира
29759;Коммунар;54.33;89.28;842;RU;Коммунар;Kommunar;Коммунар
29766;Идринское;54.36;92.15;280;RU;Идринское;Idrinskoe;Идринское
29789;Верхняя Гутара;54.21;96.96;982;RU;Верхняя Гутара;Verhnjaja Gutara;Верхняя Гутара
29794;Нерой;54.46;97.83;798;RU;Нерой;Neroy;Бирюса
29813;Красноозерск;53.98;79.25;144;RU;Красноозерск;Krasnoozersk;Красноозерск
29814;Карасук;53.73;78.02;115;RU;Карасук;Karasuk;Карасук
29816;Хабары;53.61;79.55;137;RU;Хабары;Habary;Хабары
29822;Камень-на-Оби;53.81;81.26;126;RU;Камень-на-Оби;Kamen-na-Obi;Камень-на-Оби
29827;Баево;53.27;80.77;122;RU;Баево;Baevo;Баево
29832;Тальменка;53.81;83.58;143;RU;Тальменка;Talmenka;Тальменка
29836;Заринск;53.75;84.93;201;RU;Заринск;Zarinsk;Сорокино
29837;Шелаболиха;53.41;82.61;170;RU;Шелаболиха;Shelabolikha;Шелаболиха
29838;Барнаул;53.43;83.51;182;RU;Барнаул;Barnaul;Барнаул город
29839;Барнаул;53.3;83.8;159;RU;Барнаул;;Барнаул
29840;Барнаул аэропорт;53.4;83.5;255;RU;Барнаул аэропорт;;Барнаул аэропорт
29846;Новокузнецк;53.81;86.88;307;RU;Новокузнецк;Novokuznetsk;Новокузнецк
29848;Тогул;53.46;85.92;271;RU;Тогул;Togul;Тогул
29849;Кузедеево;53.34;87.18;293;RU;Кузедеево;Kuzedeevo;Кузедеево
29854;Междуреченск;53.63;88.15;241;RU;Междуреченск;Mezhdurechensk;Междуреченск
